0,22510.999769
1,3004414
2,2880888.154692
3,2940184.295721
4,4360164.477851
5,1548089.349088
6,2918767.276627
7,1432886.658253
8,2278491.482836
9,3313540.140419
10,1450056.003566
11,3117845.218425
12,2752975.014119
13,3127204.987604
14,4143251.559429
15,2678999.200921
16,5466235.485133
17,2315700.628758
18,1384880.560639
19,2994993.024237
20,1235841.012732
21,1246278.418894
22,3291556.069876
23,2906273.264131
24,3309330.366014
25,4714603.977875
26,2323871.654472
27,3322032.996279
28,694515.246049
29,2404010.136659
30,2977068.510156
31,2436468.436761
32,4120318.847219
33,3110945.663633
34,4097265.988734
35,4505105.152598
36,4948907.557378
37,9329507.218467
38,5697685.492037
39,1187812.216588
40,2947162.137918
41,2576153.012908
42,2150178.335007
43,5766257.463891
44,6161537.077725
45,4260730.736786
46,5811538.191876
47,5667703.142094
48,6832742.231706
49,10335943.18049
50,725999.240409
51,6152576.959389
52,6245517.343478
53,9490076.135699
54,14683832.442171
55,10253204.475
56,17935155.106533
57,17908405.216246
58,42682426.041317
59,112398274.201764
60,166170192.733317
61,52083161.577145
62,19438327.623599
63,24711443.719696
64,13097450.812011
65,18643499.521994
66,7697888.318175
67,9963177.791201
68,4754368.448787
69,10573757.895386
70,12246857.928909
71,750676.944595
72,4111555.073238
73,2377456.310707
74,5610978.647948
75,6076640.864945
76,2760147.076389
77,4405965.310555
78,2314172.494279
79,6778668.061178
80,10858594.114743
81,8167452.691448
82,514393.429562
83,672725.068253
84,2276683.494642
85,1823980.74781
86,2988326.355605
87,2771846.527949
88,1041002.607937
89,1851044.150679
90,786401.997836
91,3008657.843581
92,3373942.179505
93,750006.789188
94,1071953.728789
95,560034.313855
96,2154295.972766
97,2102917.276279
98,796046.137972
99,1555701.511015
100,689165.704035
101,3090591.569211
102,4902630.834216
103,4214425.506609
104,549480.78847
105,825163.296337
106,1170710.95785
107,1025230.401758
108,1095666.781563
109,427713.013034
110,703049.887952
111,1056536.749835
112,1782291.98834
113,2074982.897795
114,461596.580007
115,553143.602607
116,421501.97834
117,1310949.01398
118,1171276.177665
119,396767.35747
120,839700.25219
121,526449.05441
122,1980249.095051
123,3257655.559277
124,2901041.860321
125,490869.095952
126,789679.025193
127,811024.39803
128,760895.602537
129,883475.31838
130,792008.422731
131,331243.221
132,498280.974492
133,714061.93339
134,1259767.525889
135,1256829.938047
136,578525.659431
137,316304.435394
